_id,APPLICATION_DATE,COMPLETED_DATE,DESCRIPTION,GREEN_ROOF_AREA,GREEN_ROOF_VARIATION_AREA,ISSUED_DATE,PERMIT_NUM,PERMIT_TYPE,POSTAL,REVISION_NUM,STATUS,STREET_DIRECTION,STREET_NAME,STREET_NUM,STREET_TYPE,STRUCTURE_TYPE
48956,2016-11-22,,"Proposal to construct a new 15 storey residential tower, 5 townhouse units in rear courtyard, with 255 residential units, and 3 levels of below grade parking.  Block 13. (Part of Phase 1)",623.6,0.0,2019-04-01,16 254374,New Building,M5T,0,Inspection,W,DUNDAS,571,ST,Apartment Building
48957,2016-11-23,,PHASE 2 - PHASE 2 - Block 8 - Proposal to construct 2 condo towers (41 storey & 37 storey) containing 886 residential units and ground floor retail.  See active permit for PHASE 1 for below grade parking - 15 269710 BLD.,204,659.88,2021-05-13,16 255089,New Building,   ,0,Inspection,W,LAKE SHORE,500,BLVD,Mixed Use/Res w Non Res
48958,2016-12-06,,"Proposal to construct a 7 storey mixed use building containing 142 residential units with commercial at grade.  A total of 151 parking spaces will be provided in 2 levels underground parking.

",467.1,0.0,2020-03-03,16 260605,New Building,M4B,0,Inspection, ,O'CONNOR,1401,DR,Mixed Use/Res w Non Res
48959,2016-12-06,,Proposal to construct a 2-storey addition to existing hospital. Scope of work includes demolishing existing 6 storey Shuter Wing and constructing new Shuter Wing. See STE 16-148963.,641,,,16 260971,Building Additions/Alterations,M5B,0,Examiner's Notice Sent, ,BOND,30,ST,Hospital
48960,2016-12-15,2021-07-28,Proposal to construct a 8 storey office & retail addition with 4 levels of below grade parking - 99 ATLANTIC AVE - (building to connected to existing 5 storey mixed use non residential building at 40 Hanna Ave).,964,0.0,2019-09-18,16 264881,Building Additions/Alterations,   ,0,Closed, ,HANNA,40,AVE,Multiple Use/Non Residential
48961,2016-12-16,2022-02-08,Proposal to construct a 9 storey condominium connected to 4 storey townhouse block with 2 levels of below grade parking and commercial at grade. 91 residential units in total.,292.3,0.0,2020-03-13,16 265356,New Building,M4L,0,Closed,E,QUEEN,1327,ST,Mixed Use/Res w Non Res
48962,2016-12-19,,"Proposal to construct a 27 sty condo with ground floor commercial, 3 levels of below grade parking, and 303 residential units.  Phase 2.  Liberty Central By The Lake.",352,0.0,2019-03-01,16 268347,New Building,   ,0,Inspection, ,EAST LIBERTY,51,ST,Mixed Use/Res w Non Res
48963,2016-12-19,2021-04-20,"CONSTRUCT 19 STOREY RESIDENTIAL BUILDING WITH 4 LEVEL U/G GARAGE, CONTAINING 236 UNITS",616,0.0,2018-12-12,16 268553,New Building,M2J,0,Closed,E,SHEPPARD,2205,AVE,Apartment Building
48964,2016-12-19,,"Proposal to construct a 13 storey + penthouse condo with 156 residential units, 3 levels of below grade parking, and ground floor commercial.  River City West Don Lands Phase 4 - Block 5.
Shoring issued separately under soil remediation permit # 17-183631",586,0.0,2020-01-27,16 268623,New Building,   ,0,Inspection, ,EASTERN,170,AVE,Mixed Use/Res w Non Res
48965,2016-12-20,,Construct new two storey secondary school w/ one level of underground parking,2553,0.0,2019-10-10,16 268833,New Building,M2M,0,Inspection, ,CUMMER,500,AVE,Secondary School
48966,2016-12-20,2022-05-09,"Proposed 36 storey residential tower w/ 355 units + 6 rental replacement units for a total of 361 units. 
Renovations to existing underground parking garage to accommodate residential parking and residential elevator lobbies. ",7071,,2019-03-19,16 269090,New Building,M2N,0,Closed, ,YONGE,4841-4881,ST,Apartment Building
48967,2016-12-21,2021-03-19,"Proposal for a shared community facility which will include a community centre, a child care centre and two elementary schools  (TDSB and TCDSB). ",3870,,2018-01-11,16 269471,New Building,   ,0,Closed, ,BRUNEL,20,CRT,Multiple Use/Non Residential
48968,2016-12-21,2020-10-30,Construct a 3 storey underground garage (6230m2)with 7 condo towns at grade and 12 storey condo apartment above the towns.,495,0.0,2019-09-10,16 269625,New Building,M2K,0,Closed, ,BAYVIEW,3237,AVE,Parking Garage
48969,2016-12-21,2020-10-30,"Construct  7 condo towns at grade and 12 storey condo apartment above. (12375m2)

LEAD PERMIT",495,0.0,2019-06-18,16 269628,New Building,M2K,0,Closed, ,BAYVIEW,3237,AVE,Apartment Building
48970,2016-12-21,,Construct a new two storey building with partial basement - St Clair Silverthorn Library,159.34,0.0,2017-06-05,16 269716,New Building,M6N,0,Inspection,W,ST CLAIR,1748,AVE,Library
48971,2016-12-22,,Proposal to construct a new two and three storey elementary school and one storey daycare facility to replace the existing St. John the Evangelist Elementary School.,652.8,652.8,,16 270254,New Building,M9N,0,Under Review , ,GEORGE,23,ST,Elementary School
48972,2016-12-22,2022-05-24,"Proposal to construct a 28 storey condo with 407 residential units, commercial at grade, and 5 levels of below grade parking.",542,128.8,2020-06-05,16 270269,New Building,   ,0,Closed, ,MUTUAL,30,ST,Mixed Use/Res w Non Res
48973,2016-12-23,2020-10-16,LEAD PERMIT NORTH TOWER Construction of 30 Storey Residential South Tower with 324 Units and 4 Level of Under ground Parking Structure. Together with 32 Storey North Residential Tower with 309 Units and with 3 Level of under ground parking Structure.,275,1183.0,2019-11-01,16 270372,New Building,M3C,0,Closed,E,EGLINTON,1185,AVE,Apartment Building
48974,2016-12-23,,"4 storey community centre with a library, aquatic centre including 2 pool basins, recreation centre, childcare centre and 3 levels of underground parking - Bessarion Community Centre",502,0.0,2020-09-30,16 270387,New Building,   ,0,Inspection, ,WOODSY PARK,100,LANE,Community Hall
48975,2016-12-23,2022-07-20,"37 storey residential tower above a 3 storey mixed use podium with below grade retail and 4 storey underground parking garage. Rental residential. https://www.toronto.ca/legdocs/bylaws/2016/law0447.pdf
",1208,0.0,2019-03-29,16 270409,New Building,M9B,0,Closed,W,DUNDAS,5245,ST,Mixed Use/Res w Non Res
48976,2016-12-23,,"Parking Garage - 4 storey community centre with a library, aquatic centre including 2 pool basins, recreation centre, childcare centre and 3 levels of underground parking - Bessarion Community Centre",502,,2020-09-03,16 270461,New Building,   ,0,Inspection, ,WOODSY PARK,100,LANE,Parking Garage
48977,2016-12-28,,"6/8 storey residential apartment building containing 195 dwelling units, ground and second floor retail (shell), two levels of underground parking and a greenroof",1405,,2018-07-25,16 271046,New Building,M2K,0,Inspection,E,SHEPPARD,621,AVE,Mixed Use/Res w Non Res
48978,2016-12-28,2022-07-28,Construction of a new 7-Storey 42 -unit residential condominium with 2 levels of underground parking. ,59.13,9.13,2019-09-17,16 271136,New Building,M1N,0,Closed, ,KINGSTON,1400,RD,Apartment Building
48979,2016-12-28,,"264 UNIT, 25 STOREY RESIDENTIAL APARTMENT TOWER A. See alternative solution AS18-108720
",382,,2018-10-31,16 271358,New Building,M6P,0,Inspection, ,HIGH PARK,52-66,AVE,Apartment Building
48980,2016-12-28,,"264 residential rental units, 25 storey Tower B. See alternative solution AS18-108720",382,,2018-10-30,16 271398,New Building,M6P,0,Inspection, ,QUEBEC,51-65,AVE,Apartment Building
48981,2016-12-29,2022-01-14,"Construction of a mixed-use building consisting of 485 residential units, a 6 storey podium, 17 storey west tower, 15 storey east tower, and two storeys of below grade parking.
(Refer to Permit no. 16 271882 BLD 00 NB -East Tower for Architectural OBC Review, Fire Review and Zoning Review).",1379,,2020-05-11,16 271737,New Building,M3H,0,Closed, ,TIPPETT,9,RD,Parking Garage
48982,2016-12-29,,"CONSTRUCT A 24 STOREY RESIDENTIAL CONDOMINIUM APARTMENT BUILDING (BUILDING 'D') ABOVE A THREE-LEVEL UNDERGROUND GARAGE WITH SHARED RAMP. (U/G PERMIT 16-271750 NB) (Related permit for 12 storey rental building (E) on same site is 16-271760 BLD 00 NB)
 
",1077.74,0.0,2022-03-18,16 271755,New Building,M3A,0,Inspection, ,YORK MILLS,1213,RD,Apartment Building
48983,2016-12-29,,"CONSTRUCT A 12 STOREY RENTAL APARTMENT BUILDING (BUILDING 'E') ABOVE A THREE-LEVEL UNDERGROUND GARAGE WITH SHARED RAMP. (U/G PERMIT 16-271750 NB)
Related permit for 24 storey residential condominium (Building D) 16-271755",1077.74,0.0,2022-04-01,16 271760,New Building,M3A,0,Inspection, ,YORK MILLS,1213,RD,Apartment Building
48984,2016-12-30,2022-01-17,"Construction of a mixed-use building consisting of 485 residential units, a 6 storey podium, 17 storey west tower, 15 storey east tower, and two storeys of below grade parking.
(Refer to Permit no. 16 271882 BLD 00 NB -East Tower for Architectural OBC Review, Fire Review and Zoning Review).",670,,2020-05-11,16 271844,New Building,M3H,0,Closed, ,TIPPETT,9,RD,Apartment Building
48985,2016-12-30,2022-01-17,"Construction of a mixed-use building consisting of 485 residential units, a 6 storey podium, 17 storey west tower, 15 storey east tower, and two storeys of below grade parking.
( Architectural OBC Review, Fire Review and Zoning Review for Permit no. 16 271737 BLD 00 NB and Permit no. 16 271844 BLD 00 NB are under this permit.)",670,0.0,2020-05-12,16 271882,New Building,M3H,0,Closed, ,TIPPETT,9,RD,Apartment Building
48986,2017-01-11,2023-01-25,Construct 3 storey CETI building with no basement and 1 garage no basement - (Infrastructure Ontario),2818,,2017-12-27,17 103169,New Building,M9M,0,Closed, ,ARROW,95,RD,Office
48987,2017-01-20,2021-11-09,"Proposal to construct a 3 storey and 5 storey addition, interior alterations and new 1 storey below grade mechanical space to the existing university building.",220,,2018-09-18,17 106776,Building Additions/Alterations,M5B,0,Closed,E,GERRARD,44,ST,University
48988,2017-01-20,,"Proposal to construct a mixed-use building (Regent Park, Block 26) comprising of two levels of underground parking ,one 27-storey tower, 343 residential units + 1 guest suite, a 6-storey podium (with 7 retail units), and a two-storey residential element.",1210,,2019-06-25,17 107074,New Building,   ,0,Inspection, ,TUBMAN,20,AVE,Mixed Use/Res w Non Res
48989,2017-01-24,,"Proposal to construct 2 residential rental towers (25 & 34 storeys) with 579 units, 5 storey podium, commercial on floors 1-3 inclusive, and 4 levels of below grade parking.  See active stand alone shoring 16 251400 BLD.  11 & 25 ORDNANCE ST
- Please refer to permit 20-167530 FSU for sprinkler shop drawing.","1,475.94",0.0,2020-03-13,17 108412,New Building,M6K,0,Inspection, ,ORDNANCE,11,ST,Mixed Use/Res w Non Res
48990,2017-02-02,,"Proposal to construct a new 14 storey mixed use building with 189 residential units, 143m2 of at grade retail space and 2 levels of underground parking.  See also 15 265526 STE.",377,0.0,2019-02-01,17 112433,New Building,   ,0,Inspection, ,MC CAUL,40,ST,Mixed Use/Res w Non Res
48991,2017-02-10,,"Proposal to construct a new 35 storey building containing 392 dwelling units and 3 level underground garage on previous vacant land. 
PHASE 2 ONLY - RESIDENTIAL NO RETAIL OR COMMERCIAL
",779,0.0,2018-11-06,17 115656,New Building,   ,0,Inspection, ,MABELLE,9,AVE,Apartment Building
48992,2017-03-01,,"Proposal to construct a 2 storey podium addition, and interior alterations to below grade levels and floors 1-3 of existing mixed use building (PHASE 1 + 2) - ""Manulife Centre""",752,0.0,2021-02-01,17 123207,Building Additions/Alterations,M4W,0,Inspection,W,BLOOR,55,ST,Multiple Unit Building
48993,2017-03-02,2020-02-06,"Proposal to construct a 39 storey condo with 4 attached town homes, 568 residential units, ground floor retail and 2 levels of below grade parking.  Note see active stand alone soil remediation.
Pending Address: 85 Wood Street",643,0.0,2018-11-13,17 123809,New Building,M4Y,0,Closed, ,CHURCH,411,ST,Mixed Use/Res w Non Res
48994,2017-03-09,,"Proposal to construct a one storey addition to an existing building

Note: Applicant wants to submit ASHRAE with HVAC",301,0.0,2018-01-24,17 126583,Building Additions/Alterations,M9W,0,Permit Issued, ,BRYDON,80,DR,Place of Worship
48995,2017-03-09,2020-09-29,"Construct a new 35 storey apartment building w/ underground parking (see 17-126762 for underground)
",315.9,,2019-07-08,17 126828,New Building,M4P,0,Closed, ,ERSKINE,18,AVE,Apartment Building
48996,2017-03-28,2018-05-31,One storey retail building with fully automatic fire-protection and fire alarm system - Costco Wholesale Thorncliffe Park ,0,5528.0,2018-02-20,17 135122,New Building,M4H,0,Closed, ,OVERLEA,42,BLVD,Retail Store
48997,2017-03-31,,"Proposal to construct a 52 storey office, retail and bus terminal with 3 levels of below grade parking - 366 parking spaces, and bicycle parking.",3997,1678.0,2022-06-16,17 137140,New Building,   ,0,Inspection, ,BAY,81,ST,Multiple Use/Non Residential
48998,2017-03-31,,Proposal to construct a new 6 storey residential condo and one level of underground parking,484.74,0.0,2020-04-30,17 137364,New Building,M6N,0,Inspection,W,ST CLAIR,1771,AVE,Other
48999,2017-04-04,2019-10-17,To construct new 2 storey Shell Office Building.,1005,,2017-11-09,17 139036,New Building,M9W,0,Closed, ,INTERNATIONAL,2,BLVD,Office
49000,2017-04-12,2022-02-23,Proposal to construct a 6 storey apartment building. See active stand alone shoring permit 16 211013,522.6,0.0,2019-07-23,17 143336,New Building,M4V,0,Closed, ,MADISON,200,AVE,Apartment Building
49001,2017-04-13,,Proposal to construct a 3 storey commercial retail building shell only. ,73.38,50.72,2018-06-26,17 143890,New Building,M5R,0,Inspection, ,YORKVILLE,102,AVE,Multiple Use/Non Residential
49002,2017-04-19,2021-03-26,Construct a two storey addition (2404m2) and interior alterations (1128m2) at Havergal College (Grades JK-12).  ,485.41,0.0,2018-10-31,17 145594,Building Additions/Alterations,M5N,0,Closed, ,AVENUE,1451,RD,Other
49003,2017-04-19,2021-04-29,Three storey addition to Upper School -  (2152mw) and interior alterations (667m2) at Havergal College (Grades JK-12).  ,172.41,0.0,2019-01-31,17 145892,Building Additions/Alterations,M5N,0,Closed, ,AVENUE,1451,RD,Other
49004,2017-04-20,,"Proposal for a 14 storey mixed use building with retail and a food hall at grade, a YMCA on the second and third storeys, and residential above.  The project includes 4 levels of underground parking and is to include 284 market-rate residential units and 15 affordable units. In addition the retention of the facade of the existing building on site as required by the Heritage Easement Agreement applicable to the lands.",1286.4,,2020-12-29,17 146316,New Building,M5V,0,Inspection,W,RICHMOND,505,ST,Mixed Use/Res w Non Res
49005,2017-04-20,,Construct building A (Honda)  Car dealership three storey building with no basement.,511.82,0.0,2017-07-21,17 146470,New Building,M8Z,0,Inspection, ,KIPLING,630,AVE,Car Dealership
49006,2017-11-17,,"Rev 1: 4 and 5 floors addition for added parking and interior alterations
<<Construct building A (Honda)  Car dealership three storey building with no basement.>>",511.82,0.0,2018-07-24,17 146470,New Building,M8Z,1,Revision Issued, ,KIPLING,630,AVE,Car Dealership
49007,2017-04-27,2021-10-13,Proposal to construct a 19 storey residential condo building with below grade parking in a four level below grade parking facility complete with 160 residential units,54.8,0.0,2019-08-28,17 150494,New Building,M4S,0,Closed, ,LILLIAN,11,ST,Apartment Building
49008,2017-04-30,,"Construct buildings B and C *Jaguar, Subaru and Land Rover* Car dealerships
Green roof provided on Building A",772.47,1688.15,2017-07-21,17 151586,New Building,M8Z,0,Inspection, ,KIPLING,630,AVE,Car Dealership
49009,2017-11-23,,"Revision #1: Construction from 3 floors to 5 floors for added parking and interior alterations. See attachedConstruct buildings B and C *Jaguar, Subaru and Land Rover* Car dealerships
Green roof provided on Building A
This revisions includes construction of 2 new floors.",772.47,0.0,2018-07-24,17 151586,New Building,M8Z,1,Revision Issued, ,KIPLING,630,AVE,Car Dealership
49010,2017-05-05,2021-03-21,Proposal for 7 storey residential building with 2 levels of underground parking. Building A including 96 dwelling units and one guest suite ,290,0.0,2020-02-19,17 154652,New Building,   ,0,Closed, ,NEIGHBOURHOOD,1,LANE,Apartment Building
49011,2017-05-09,,"Proposal to construct a 10 storey condo with 135 residential units, commercial at grade, and 3 levels of below grade parking. ",365,0.0,2021-08-04,17 156469,New Building,M4C,0,Inspection, ,DANFORTH,2359,AVE,Mixed Use/Res w Non Res
49012,2017-05-09,,Proposal to construct a 12 storey residential building with ground floor retail and 2.5 storey underground parking garage,231.7,0.0,2021-07-30,17 157021,New Building,M6C,0,Inspection,W,ST CLAIR,900,AVE,Mixed Use/Res w Non Res
49013,2017-05-10,2021-09-10,"Proposal to construct 36-storey building with retail at grade, 385 residential units, 105 underground parking spaces, 285m2 of retail space. See also DM 17 156880 and SA 14 183547.",591,0.0,2021-01-12,17 157555,New Building,M5B,0,Closed, ,MUTUAL,77,ST,Mixed Use/Res w Non Res
49014,2017-05-10,,"Revised Proposal Sep 15, 2020- Proposal to construct a 56-storey residential condominium building with 5 levels of underground parking (inclusive of 1 ramp level to grade) (12 additional dwelling units and two additional storeys) as approved by the Committee of Adjustment  - A0598/19EY

Proposal to construct a 54 storey residential building plus 2 storey of mechanical penthouses  with five levels of underground parking (inclusive of 1 ramp level to grade)",8,0.0,2021-07-05,17 157681,New Building,M8V,0,Inspection,W,LAKE SHORE,2165,BLVD,Apartment Building
49015,2017-05-11,,"Proposal to construct 8 storey residential condo building with 170 residential units, commercial at grade and 2 levels of underground parking.  see also 16 230027 SA, 17157901 DM, 17157940 DM",290,0.0,2020-02-26,17 158012,New Building,M4C,0,Inspection, ,DANFORTH,2301,AVE,Mixed Use/Res w Non Res
49016,2018-01-09,2022-12-12,"Rev 1 - Proposed revision to south, east, west elevation and section plan. Green roof. 
Proposal to demo existing 1 storey rowhouse, maintain foundation (see active underpinning & bench footing application), construct 3 storey dwelling, finish basement, and alter rear detached garage.  SFD.  See ZZC.",30.2,,2018-10-29,17 163529,New Houses,M6J,1,Closed, ,ROLYAT,14,ST,SFD - Townhouse
49017,2017-05-30,,Construct a new 33-storey residential condominium apartment building containing 372 units,655,,2020-07-31,17 169417,New Building,M2J,0,Inspection, ,FOREST MANOR,32-50,RD,Apartment Building
49018,2017-05-31,,PERMIT 2 - Proposal to construct a new 13 storey condo with commercial at grade & mezzanine and 128 residential units.  SOUTH-EAST TOWER.  77-79 EAST DON ROADWAY & 677 QUEEN ST E.  NOTE:  See active below grade permit 17 132098 BLD,634,0.0,2020-07-15,17 170764,New Building,M4M,0,Permit Issued, ,EAST DON ROADWAY,79, ,Mixed Use/Res w Non Res
49019,2017-06-01,,Construct a new 17 storey residential building with 499 units (not TCHC),1016.0,23.8,2020-08-18,17 171433,New Building,M2J,0,Inspection, ,ADRA VILLAWAY,1, ,Apartment Building
49020,2017-06-07,,"Proposal to construct 3 new floors on existing 4 storey mixed-use building, for 7 storey building.",199.3,0.0,2022-08-22,17 174937,Building Additions/Alterations,M5T,0,Inspection, ,MC CAUL,35,ST,Multiple Use/Non Residential
49021,2017-06-16,,Construct 6 levels of below grade parking garage for the 30 storey condo tower above ,754.38,,2019-02-06,17 181554,New Building,M2N,0,Inspection, ,CANTERBURY,75,PL,Parking Garage
49022,2017-06-16,,Construct 30 storey condo tower above with 371 units and a 6 level underground parking garage,754.38,0.0,2019-01-28,17 181647,New Building,M2N,0,Inspection, ,CANTERBURY,75,PL,Apartment Building
49023,2017-06-16,,NEW 2 MID-RISE 9 STOREY TOWERS ON A 5 STOREY PODIUM RESIDENTIAL APARTMENT BUILDING GEARED TO SENIORS AND A LONG TERM CARE FACILITY TOGETHER WITH A DAY CARE,716.6,1341.43,2018-07-30,17 181803,New Building,   ,0,Inspection,W,EGLINTON,4650,AVE,Apartment Building
49024,2017-06-23,,New Audi car dealership over existing basement,994,,2018-12-19,17 186222,New Building,M8Z,0,Inspection, ,THE QUEENSWAY,1635, ,Car Dealership
49025,2017-06-26,,Part Permit - Proposal to construct a 25 storey tower with an 8 storey podium complete with four  levels of underground parking.,360,0.0,2020-09-23,17 187709,New Building,M9B,0,Inspection,W,DUNDAS,5415,ST,Apartment Building
49026,2017-06-28,,"Proposal to construct a new 38-storey condo with 451 dwelling units, commercial at grade and 4 levels of below grade parking.  Proposal includes 26 Rental Replacement Dwelling Units",584.2,143.4,2021-06-28,17 189372,New Building,M4Y,0,Inspection, ,YONGE,480,ST,Multiple Use/Non Residential
49027,2017-06-28,,"Proposal to construct two 26 storey condo towers on a common 9-10 storey podium,  482 residential units, commercial at grade, and 3 levels of below grade parking.  154 & 158 Front St E.  NOTE:  See active Stand Alone shoring/soil remediation 16 252254 BLD.",634,0.0,2020-06-01,17 189459,New Building,M5A,0,Inspection,E,FRONT,154,ST,Mixed Use/Res w Non Res
49028,2017-07-06,2022-02-22,Proposal to construct new 8 storey apartment building with 115 residential dwelling units.,205,0.0,2018-12-10,17 193542,New Building,M8X,0,Closed,N,PRINCE EDWARD,571,DR,Apartment Building
49029,2017-07-06,2019-06-21,Proposed 4 storey addition to an existing three storey self storage buidling.,4750.10,,2018-02-27,17 193682,Building Additions/Alterations,M9W,0,Closed, ,KELFIELD,55,ST,Self-Service Storage Building
49030,2017-07-07,2020-09-23,"Construct a new 3 storey community centre ""Sherman Campus""","1,343.6",0.0,2019-04-05,17 194078,New Building,M2R,0,Closed, ,BATHURST,4588,ST,Community Hall
49031,2017-07-07,,"Proposal to construct a 12-storey mixed use building with 174 dwelling units, retail and daycare on the ground floor and four levels of underground parking. Pending address is 118 Merchants' Wharf.",804.9,0.0,2019-12-16,17 194523,New Building,M5A,0,Inspection,E,QUEENS QUAY,261, ,Mixed Use/Res w Non Res
49032,2017-07-10,2021-02-03,".Proposal to construct a new 32 storey office building with podium, 2 units of retail at grade,  and 3.5 levels of underground parking containing 238 parking spots.",1258.0,1234.0,2018-10-03,17 195296,New Building,M5J,0,Closed, ,YORK,16,ST,Multiple Use/Non Residential
49033,2017-07-13,2019-01-15,Proposal to install green roof on the main floor's roof at the south east corner of existing sfd-detached. See also 16 255761.,19.5,,2017-07-31,17 197737,Small Residential Projects,M6S,0,Closed, ,BABY POINT,87,RD,SFD - Detached
49034,2017-07-14,,"As part of a mixed-use complex, ""Building G"" consists of the below-grade parkade, all podium buildings supporting the six residential towers, and the entirety of the office building at the southeast corner of the site. The below grade parkade is six storeys, and technically seven storeys when including the ventilation trench. The podium buildings range from two-six storeys. The office tower at the southeast corner of the site is 39 storeys inclusive of the mechanical penthouse. (***parking stats INCORRECT - min. parking requirement should be 1636 not 1370.  1370 is total PM time period. Total before sharing # is 1636.  6 available parking spaces if subtracting from total parking provided, 1642 - 1636 = 6***) ",1038,1846.6,2020-11-10,17 198524,New Building,M5V,0,Inspection, ,SPADINA,8,AVE,Multiple Use/Non Residential
49035,2017-07-20,,"Proposal to construct a 51 storey condo with 364 residential units, commercial on ground & 2nd floors, and 4 levels of below grade parking.  826-834 YONGE ST AND 2-8 CUMBERLAND ST.",74.64,0.0,2021-03-12,17 202273,New Building,M4W,0,Inspection, ,YONGE,834,ST,Mixed Use/Res w Non Res
49036,2019-07-03,,Install new sprinkler system and add new green roof on the garage and extend roof over hang on the existing cabana about 8'-0''.,39,,2019-08-29,17 204173,Small Residential Projects,M6P,3,Revision Issued, ,HIGH PARK,220,AVE,SFD - Detached
49037,2017-07-31,2021-02-09,"Proposal to demolish existing detached house (based on more than 50% of existing walls being removed), construct new three (3) storey with rooftop stair enclosure, detached duplex (two unit) house, and new rear detached shed.",87.04,,2017-11-13,17 208554,New Houses,M6C,0,Closed, ,ARLINGTON,531,AVE,2 Unit - Detached
49038,2017-08-01,2021-04-28,"Construct a third storey on top of new 2 storey Elementary School presently under construction. Third floor will not impact installed or proposed site services, landscape, parking and driveways as designed for 2 storey building. Refer to existing Permit # 16 139867 BLD 00 NB.",1108,0.0,2018-07-30,17 209437,Building Additions/Alterations,M2N,0,Closed, ,AVONDALE,171,AVE,Elementary School
49039,2017-08-01,,Proposal to construct a 21 Storey condominium with 2 storey parkade. ,422.9,0.0,2020-05-07,17 209443,New Building,   ,0,Inspection, ,BRIN,20,DR,Apartment Building
49040,2017-08-02,,"Proposed 31 storey residential building with 297 units, 2 levels of underground parking and 3 levels of above ground parking.",1121,,2019-12-20,17 210292,New Building,   ,0,Inspection, ,VILLAGE GREEN,225,SQ,Apartment Building
49041,2017-08-21,,"Proposal to construct a 27 storey mixed use builing containing 242 residential units and 211 square metres of commercial space at grade, 3 levels of below grade parking and storage. Two blocks of back-to-back townhouses will come in under separate permits.",0,62.3,2020-09-04,17 220118,New Building,   ,0,Inspection, ,BEDFORD,181,RD,Mixed Use/Res w Non Res
49042,2021-12-01,,"Revision 01 - Proposal to add 3 new floors with 32 residential units.
Proposal to construct a 24 storey residential apartment building (including an 8 storey podium), 2 levels of below grade parking, 361 residential units, and commercial at grade.  See active stand alone excavation and shoring permit for soil remediation.",292.8,0.0,2023-02-01,17 220797,New Building,M6P,1,Revision Issued,W,DUNDAS,2376,ST,Mixed Use/Res w Non Res
49043,2017-08-22,,"Proposal to construct a 24 storey residential apartment building (including an 8 storey podium), 2 levels of below grade parking, 361 residential units, and commercial at grade.  See active stand alone excavation and shoring perit for soil remediation.",313.92,0.0,2020-12-22,17 220797,New Building,M6P,0,Inspection,W,DUNDAS,2376,ST,Mixed Use/Res w Non Res
49044,2017-08-22,,"Proposal for a 18 storey, mixed use building containing 264 residential units with at-grade commercial uses and 3 level underground garage.",578,0.0,2018-08-31,17 220802,New Building,M1T,0,Inspection,E,SHEPPARD,3105,AVE,Mixed Use/Res w Non Res
49045,2017-09-01,,Mixed-use development consisting of two residential towers at 46 and 38 storeys in height connected by a four-storey podium with retail uses at-grade (including Building 3A). The development proposes 760 residential units and 468 parking spaces in four level underground parking garage. See SPA 17-120977,1235,0.0,2020-09-11,17 226807,New Building,   ,0,Inspection, ,HOWARD,100,ST,Mixed Use/Res w Non Res
49046,2017-09-05,2023-02-08,"Proposal to construct a new 12 storey condo with 187 residential units, 2 levels of below grade parking, and commercial at grade.  NOTE:  See active stand alone excavation and shoring for soil remediation 17 183425 BLD.",771,0.0,2019-03-06,17 227808,New Building,   ,0,Closed,E,FRONT,460,ST,Mixed Use/Res w Non Res
49047,2017-09-07,,"LEAD Construct a 33 storey apartment with 312 units with 18 stacked townhouses with common corridor thats intergrated with the West Tower
(with a  shared underground parking garage 17-228465), shared podium and a canopy for the outdoor amenity space  ",2213.61,234.96,2020-11-20,17 228864,New Building,M2K,0,Inspection,E,SHEPPARD,1001,AVE,Apartment Building
49048,2017-09-08,2022-02-16,"Construction of a new 44 dwelling unit building containing common garbage room, stairwells and corridor with above ground parking",388.0,,2018-12-04,17 229679,New Building,M1W,0,Closed, ,BRIDLETOWNE,2100-2122,CRCL,Apartment Building
49049,2017-09-11,2020-08-31,"Proposal to construct a new 8 storey hospital with ground floor retail - ""CAMH""
Building B, Block 5 - Pending address is 999 Queen St W.  See also 15 -118736 ZPR",2305.28,57.7,2019-12-19,17 230854,New Building,M6J,0,Closed,W,QUEEN,1001,ST,Hospital
49050,2017-09-11,2020-08-31,"Proposal to construct a new 7 storey hospital with ground floor retail - ""CAMH""
Building D1, Block 3 - Pending address is 1051 Queen St W.  See also 15 -118736 ZPR","1,830.26",341.62,2019-12-19,17 230862,New Building,M6J,0,Closed,W,QUEEN,1001,ST,Hospital
49051,2017-09-13,,"PERMIT 3 - Proposal to construct a new 20 storey condo with commercial & automotive showroom (Shell) at grade and 250 residential units. See Code Report and Peer Review Letter.
SOUTH-WEST TOWER.  77-79 EAST DON ROADWAY & 677 QUEEN ST E.  NOTE:  See active below grade permit 17 132098 BLD and additional towers.",1633,0.0,2020-10-30,17 232060,New Building,M4M,0,Inspection, ,EAST DON ROADWAY,79, ,Mixed Use/Res w Non Res
49052,2017-09-13,,PERMIT 4 - Proposal to construct a new 14 storey condo with commercial & automotive showroom at grade and 308 residential units.  NORTH-WEST TOWER.  77-79 EAST DON ROADWAY & 677 QUEEN ST E.  NOTE:  See active below grade permit 17 132098 BLD and additional towers.,951,0.0,2020-07-15,17 232091,New Building,M4M,0,Inspection, ,EAST DON ROADWAY,79, ,Mixed Use/Res w Non Res
49053,2017-09-15,,"Proposal to construct a new 3 storey building to be located on the site of an existing Water Treatment Facility (UV Disinfection Facility) -  ""Ashbridges Bay Treatment Plant""
Convenience addresses include 7 and 9 Leslie St.",1228,0.0,2019-04-05,17 233454,New Building,   ,0,Inspection,E,LAKE SHORE,1313,BLVD,Other
